file_name,Корреспондент (Отправитель),Дата письма,Номер письма (Reference),Адресат (Получатель),Подписант (Подпись),Доп. информация
00791_L.tif,Jessy ADELINE,,00791,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: ADELINE Jessy"
00794_L.tif,Annabelle PEREZ,02/11/2006 (Hilsenhein),00794,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: PEREZ Annabelle"
00808_L.tif,THIEBAUT Caroline,06/11/2006 (Stosswihr),00808,Banque Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: THIEBAUT Caroline"
00798_L.tif,Sylviane Vandevelde,02/11/2006 (Ottwiller),00798,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: VANDEVELDE Sylviane"
00807_L.tif,LOUSTALOT Loïc,06/11/2006,00807,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: LOUSTALOT Loic"
00805_L.tif,Gérard LONGUET,06/11/2006 (Zinswiller),00805,Sepa FR Téléphone,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LONGUET Gerard"
00804_L.tif,BIDET NANCY,20/10/2006 (RITZING),00804,,,"Сценарий: Управление страховым случаем, Автор: BIDET Nancy"
00809_L.tif,ANDRE Aurélia,25/10/2006 (Heidwiller),00809,,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: ANDRE Aurelia"
00803_L.tif,Christophe Boulin,,00803,Assedic - Assurance chômage,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BOULIN Christophe"
00801_L.tif,Corinne ROSIER,05/11/2006 (St Vallier),00801,Mairie,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: ROSIER Corinne"
00800_L.tif,Sohier Christiane,06/11/2006,00800,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: SOHIER Christiane"
00811_L.tif,Jenna DAMIEN\nRue Principale\n08250 Olizy Primat\nTél : 03.51.17.23.23,,00811,Banque Débit Lyonnais,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: DAMIEN Jenna"
00799_L.tif,BISMUTH Thomas,06/11/2006,00799,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BISMUTH Thomas"
00810_L.tif,GARCIA Alexandra,03/11/2006 (St Charles),00810,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: GARCIA Alexandra"
00802_L.tif,LY Chantal,,00802,BMP - Banque\nMutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: LY Chantal"
00806_L.tif,Cuny Richard,03/11/2006 (RIEDWIHR),00806,BANQUE Société ¤{Generale/Générale}¤,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: CUNY Richard"
00813_L.tif,Hakim NICOT,31/10/2006 (ELVANGE),00813,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: NICOT Hakim"
00818_L.tif,BAUER Pauline,02/11/2006 (Allenjoie),00818,BMP - Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: BAUER Pauline"
00820_L.tif,BICHET Naima,04/11/2006,00820,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: BICHET Naima"
00826_L.tif,Romain HAVET,03/11/2006 (Tucquegnieux),00826,Trésorerie des impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: HAVET Romain"
00825_L.tif,ROUXEL Jean-Claude,03/11/2006 (Lixing les Rouhling),00825,Banque Débit Lyonnais,"[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: ROUXEL Jean-claude"
00822_L.tif,CISSE Bertrand,06/11/2006 (Seppois-le-Haut),00822,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: CISSE Bertrand"
00824_L.tif,Michele DE OLIVEIRA,07/11/2006 (Joudreville),00824,SepaFR Téléphonie,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: DE OLIVEIRA Michele"
00819_L.tif,PERRAULT Caroline,02/11/2006,00819,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: PERRAULT Caroline"
00815_L.tif,Thérèse LAFLEUR,,00815,LA REBOUTE,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: LAFLEUR Therese"
00814_L.tif,BLOCH Geneviève,07/11/2007,00814,les 3 SUIFS,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: BLOCH Genevieve"
00812_L.tif,LAFONTAINE Daniel,,00812,La Redoute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: LAFONTAINE Daniel"
00821_L.tif,AUPETIT Muriel,07/11/2006,00821,LA REDOUTE,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: AUPETIT Muriel"
00823_L.tif,BARRY Marcelle,,00823,Banque Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: BARRY Marcelle"
00817_L.tif,Messina Brigitte,03/11/2006 (Sermamagny),00817,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: MESSINA Brigitte"
00816_L.tif,DELCROIX Ana,07/11/2006 (Saulny),00816,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: DELCROIX Ana"
00830_L.tif,Yves Vallet,06/11/2006 (Verdun),00830,"Hebdomadaire \n""Top Coule !""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: VALLET Yves"
00840_L.tif,FOURES Régine,07/11/2006 (Schwerdorff),00840,MANIF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: FOURES Regine"
00839_L.tif,MAGNIER Patrick,07/11/2006 (Frambouhans),00839,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: MAGNIER Patrick"
00827_L.tif,MINOT Kathy,07/11/2006 (Sand),00827,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: MINOT Kathy"
00832_L.tif,Gabriel Anna,07/11/2006,00832,ANPE,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: GABRIEL Anna"
00836_L.tif,PERNET Marion,,00836,Monsieur le directeur de la BMP,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: PERNET Marion"
00828_L.tif,LARROQUE Nathalie,08/11/2006 (Mathay),00828,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: LARROQUE Nathalie"
